month,actual,predicted,error,percent_error
1998-01,7267174.647640592,7258113.4716568785,9061.17598371394,0.12
1998-02,6735573.984524801,6728715.693432286,6858.291092514992,0.1
1998-03,7595827.05115413,7599156.8089699345,-3329.7578158043325,-0.04
1998-04,7341901.457344571,7336470.147282119,5431.310062452219,0.07
1998-05,9490265.480839046,9487011.913744982,3253.5670940633863,0.03
1998-06,7199788.544724158,7220327.938667951,-20539.39394379314,-0.29
1998-07,8285984.976128313,8279567.296344262,6417.679784051143,0.08
1998-08,7955680.817875005,7948758.735942375,6922.08193263039,0.09
1998-09,5737426.527988761,5751566.345206042,-14139.817217281088,-0.25
1998-10,7917961.436085146,7903840.458401614,14120.977683532052,0.18
1998-11,8066763.202700193,8074074.9364820495,-7311.733781856485,-0.09
1998-12,8510066.73660277,8498928.722514462,11138.014088308439,0.13
1999-01,8113777.4070572145,8106939.735255532,6837.671801682562,0.08
1999-02,8548935.486187708,8545343.795141147,3591.691046560183,0.04
1999-03,6450556.361142837,6434444.651779343,16111.709363494068,0.25
1999-04,7430897.256094607,7445434.010735213,-14536.754640606232,-0.2
1999-05,7282850.829644981,7266878.815516679,15972.014128302224,0.22
1999-06,7482328.134476703,7500383.308067596,-18055.173590892926,-0.24
1999-07,7104542.961965072,7088002.696965261,16540.264999810606,0.23
1999-08,8024364.623474221,8024263.505940332,101.11753388866782,0.0
1999-09,7385980.278131118,7385479.05081952,501.227311598137,0.01
1999-10,6645731.74735326,6643860.416284063,1871.3310691975057,0.03
1999-11,7094233.93717713,7088256.4131356785,5977.524041451514,0.08
1999-12,7236658.905399703,7224564.302018054,12094.603381649591,0.17
2000-01,8404680.490552241,8392216.99723187,12463.493320370093,0.15
2000-02,8206914.789537613,8199679.310931392,7235.478606221266,0.09
2000-03,7846553.4370696675,7846864.122517594,-310.68544792663306,-0.0
2000-04,6906094.597664803,6902837.492267623,3257.105397180654,0.05
2000-05,8599379.887371374,8593715.128507715,5664.758863659576,0.07
2000-06,7840813.034601978,7841934.780379669,-1121.7457776907831,-0.01
2000-07,8481540.304987695,8484094.748512583,-2554.4435248877853,-0.03
2000-08,7808981.3455988,7808587.940632689,393.4049661112949,0.01
2000-09,7179051.169960629,7181402.53596399,-2351.3660033605993,-0.03
2000-10,7606267.322619789,7592308.076309071,13959.246310718358,0.18
2000-11,6332655.965617154,6339075.4620284885,-6419.496411334723,-0.1
2000-12,7310073.350514619,7303118.794452191,6954.556062427349,0.1
2001-01,7547343.406227572,7538995.806860009,8347.599367562681,0.11
2001-02,7316693.925605672,7313765.513981668,2928.411624004133,0.04
2001-03,7638276.542843306,7637139.609579655,1136.9332636510953,0.01
2001-04,7572515.300066098,7586598.118139232,-14082.818073133938,-0.19
2001-05,6973145.920801758,6962745.769124032,10400.151677725837,0.15
2001-06,7696061.535071268,7709816.991167492,-13755.456096224487,-0.18
2001-07,7923823.153707376,7913638.858463965,10184.295243410394,0.13
2001-08,8108599.2045859415,8098663.2579642655,9935.946621675976,0.12
2001-09,8045540.631566887,8033034.518897223,12506.112669663504,0.16
2001-10,6837209.369968145,6840642.386344973,-3433.0163768278435,-0.05
2001-11,8333678.876237629,8332416.466730875,1262.4095067540184,0.02
2001-12,6602123.564597514,6602105.105764277,18.458833237178624,0.0
2002-01,6719637.456296007,6717260.272939131,2377.183356876485,0.04
2002-02,6676884.007883379,6672729.255691426,4154.752191953361,0.06
2002-03,6844826.853031224,6845404.205516039,-577.352484815754,-0.01
2002-04,6553599.857421348,6554431.931808259,-832.0743869114667,-0.01
2002-05,8323950.1599955475,8315892.656295519,8057.503700028174,0.1
2002-06,8697595.984969188,8698396.211380629,-800.226411441341,-0.01
2002-07,6527302.211780926,6525393.294327689,1908.917453236878,0.03
2002-08,7011173.248041443,7008498.420374172,2674.827667270787,0.04
2002-09,8360622.855300926,8366514.286100428,-5891.430799501948,-0.07
2002-10,6907965.378327501,6943432.527082305,-35467.148754804395,-0.51
2002-11,8129633.808640735,8143119.34279919,-13485.534158455208,-0.17
2002-12,8665792.278929234,8664982.580977503,809.6979517303407,0.01
2003-01,6954402.822732046,6952348.838538577,2053.9841934693977,0.03
2003-02,7731247.24893569,7728585.679109218,2661.5698264725506,0.03
2003-03,6847773.616101985,6844919.582366956,2854.033735028468,0.04
2003-04,6497817.223940066,6484762.882645272,13054.341294794343,0.2
2003-05,7968483.174819262,7969037.801394153,-554.6265748916194,-0.01
2003-06,6583059.017619332,6577361.301406353,5697.716212979518,0.09
2003-07,7959320.273255682,7951795.100324897,7525.1729307845235,0.09
2003-08,7867268.586482555,7859115.32040405,8153.266078504734,0.1
2003-09,7336351.334057068,7350087.487489308,-13736.153432239778,-0.19
2003-10,7078293.603903964,7089921.1105405865,-11627.506636622362,-0.16
2003-11,7987944.852145278,7982377.52425593,5567.327889347449,0.07
2003-12,7690184.201514484,7702439.4769786615,-12255.275464177132,-0.16
2004-01,7178371.477871093,7173310.548759968,5060.929111124948,0.07
2004-02,6350781.515897297,6356933.81429728,-6152.298399982974,-0.1
2004-03,8182604.62335544,8174472.656551497,8131.966803942807,0.1
2004-04,6042029.444836981,6046996.169064354,-4966.724227373488,-0.08
2004-05,7808817.098561431,7806245.961997382,2571.1365640489385,0.03
2004-06,7710190.573820917,7701091.953498105,9098.620322812349,0.12
2004-07,7596222.543272374,7586142.853105038,10079.690167335793,0.13
2004-08,6596063.091274422,6583464.25188755,12598.839386872016,0.19
2004-09,8199508.905240835,8181760.406403746,17748.498837088235,0.22
2004-10,7017200.839889266,7015171.921382134,2028.918507131748,0.03
2004-11,6685701.019081913,6694798.801330605,-9097.782248691656,-0.14
2004-12,8085208.99338415,8060609.575997664,24599.417386486195,0.3
2005-01,7062670.160856971,7070595.44431152,-7925.283454549499,-0.11
2005-02,5947955.73811915,5948540.977573665,-585.2394545152783,-0.01
2005-03,7741838.601934409,7750087.10861565,-8248.506681241095,-0.11
2005-04,8740799.482238622,8744383.005869338,-3583.5236307159066,-0.04
2005-05,7145593.786023741,7133847.291519301,11746.494504439645,0.16
2005-06,7515513.273779335,7529838.650167656,-14325.3763883207,-0.19
2005-07,7418709.293761995,7439429.35603098,-20720.062268985435,-0.28
2005-08,7172322.441005732,7154458.004996313,17864.43600941915,0.25
2005-09,8379423.737930496,8361381.695062783,18042.042867713608,0.22
2005-10,7565527.914223394,7572263.5625776835,-6735.648354289122,-0.09
2005-11,6268694.638783804,6259796.804691196,8897.834092607722,0.14
2005-12,6790232.307723143,6795681.976242698,-5449.66851955466,-0.08
2006-01,7146342.851016883,7145198.593914616,1144.2571022668853,0.02
2006-02,7071700.065150946,7078492.367969755,-6792.302818808705,-0.1
2006-03,7782155.502233747,7778738.688451738,3416.813782009296,0.04
2006-04,7022086.8803066285,7028518.435593953,-6431.555287324823,-0.09
2006-05,7402116.390616751,7399093.609163648,3022.781453102827,0.04
2006-06,6943959.749221,6962957.748997526,-18997.999776526354,-0.27
2006-07,7330281.132322767,7329685.264071887,595.8682508794591,0.01
2006-08,6846783.964806284,6848810.956249474,-2026.9914431897923,-0.03
2006-09,7623638.009679792,7622599.33402392,1038.675655872561,0.01
2006-10,8593157.927273065,8587815.68781749,5342.239455575123,0.06
2006-11,6875653.634836184,6877608.2831590045,-1954.6483228206635,-0.03
2006-12,7518042.534376515,7502022.047359899,16020.48701661639,0.21
2007-01,7502184.353638177,7518122.612079345,-15938.258441167884,-0.21
2007-02,6457599.650180743,6468952.453582655,-11352.803401911631,-0.18
2007-03,6321074.27945587,6336380.991511458,-15306.71205558721,-0.24
2007-04,7164806.980060553,7166716.628142318,-1909.6480817645788,-0.03
2007-05,7342316.563786028,7351863.604417805,-9547.040631776676,-0.13
2007-06,7901370.447652883,7901407.350798897,-36.90314601454884,-0.0
2007-07,8008333.311870072,7991194.422177963,17138.889692109078,0.21
2007-08,6562243.770403392,6569015.4562815465,-6771.685878154822,-0.1
2007-09,8670303.40106029,8671056.325010436,-752.9239501450211,-0.01
2007-10,6162472.431670225,6157790.369866607,4682.061803618446,0.08
2007-11,7104133.214329724,7101014.16300538,3119.05132434424,0.04
2007-12,7853643.935216138,7855542.201137218,-1898.2659210795537,-0.02
2008-01,8456874.704652824,8474028.764722986,-17154.06007016264,-0.2
2008-02,6505410.152300575,6509303.930723164,-3893.778422589414,-0.06
2008-03,8575030.596233092,8566982.018935619,8048.577297473326,0.09
2008-04,7172016.589825058,7163607.936704394,8408.653120663948,0.12
2008-05,6329555.398904889,6330136.493553642,-581.0946487532929,-0.01
2008-06,7606712.055066109,7608418.516369897,-1706.4613037882373,-0.02
2008-07,8281356.344401348,8284774.173106482,-3417.8287051338702,-0.04
2008-08,6973182.144996306,6960416.053866322,12766.091129983775,0.18
2008-09,6808750.36414335,6796234.39006588,12515.9740774706,0.18
2008-10,7069045.586530192,7073054.5105857905,-4008.924055598676,-0.06
2008-11,7897561.2143183425,7912715.3958152775,-15154.181496934965,-0.19
2008-12,8117944.718175129,8127649.335866576,-9704.617691447027,-0.12
2009-01,7679600.395624956,7679065.801245778,534.5943791782483,0.01
2009-02,5807469.669111461,5808773.379356074,-1303.7102446127683,-0.02
2009-03,6236275.907759304,6245049.14072099,-8773.232961685397,-0.14
2009-04,8968577.703657564,8958808.969315156,9768.734342407435,0.11
2009-05,6707244.680596908,6702091.116070121,5153.564526787028,0.08
2009-06,8356806.204973881,8363194.804031573,-6388.599057692103,-0.08
2009-07,8073134.593616303,8056047.475085046,17087.118531256914,0.21
2009-08,7000380.6816581655,6997028.293763368,3352.387894797139,0.05
2009-09,7876211.843019877,7877139.708096989,-927.8650771128014,-0.01
2009-10,7186618.019537006,7161113.604390963,25504.415146042593,0.35
2009-11,7408975.6148154875,7419807.306989514,-10831.692174026743,-0.15
2009-12,9307188.114957344,9310764.261079937,-3576.1461225934327,-0.04
2010-01,8162878.328791657,8163017.678386989,-139.3495953315869,-0.0
2010-02,7171041.14664543,7162718.136752493,8323.009892936796,0.12
2010-03,6820322.496570887,6821507.561461213,-1185.0648903260008,-0.02
2010-04,7832272.605007657,7825046.183728753,7226.421278904192,0.09
2010-05,7583272.520213651,7595421.9130450105,-12149.39283135999,-0.16
2010-06,8750330.862004614,8755960.022758262,-5629.160753648728,-0.06
2010-07,6707376.399078404,6718085.683051415,-10709.283973011188,-0.16
2010-08,8279618.121603862,8284248.070746454,-4629.949142592028,-0.06
2010-09,7004243.9229599,7001464.793343264,2779.129616636783,0.04
2010-10,6521589.51829169,6531023.1578568015,-9433.639565111138,-0.14
2010-11,6808918.118811905,6810924.72496781,-2006.6061559049413,-0.03
2010-12,8054961.484225422,8063141.30739582,-8179.823170397431,-0.1
2011-01,7551271.954844974,7540739.429869439,10532.524975534528,0.14
2011-02,7020613.32958018,7022085.045110216,-1471.7155300360173,-0.02
2011-03,6424098.520662395,6410378.882140752,13719.638521643355,0.21
2011-04,5968089.703341784,5976409.109392622,-8319.406050837599,-0.14
2011-05,7190642.584219373,7187849.830114027,2792.7541053462774,0.04
2011-06,7835181.930422147,7830349.086852937,4832.843569209799,0.06
2011-07,6710558.939998907,6715921.016777585,-5362.0767786782235,-0.08
2011-08,7827865.2244330915,7827363.108586852,502.11584623903036,0.01
2011-09,7359692.591295004,7344078.415174935,15614.176120068878,0.21
2011-10,8570470.464605547,8557087.916456008,13382.548149539158,0.16
2011-11,7786606.356753035,7798337.732552248,-11731.375799212605,-0.15
2011-12,7079829.561478524,7102158.744867569,-22329.183389045298,-0.32
2012-01,7408540.746468418,7424167.584797673,-15626.83832925465,-0.21
2012-02,7804283.457925517,7786972.500768182,17310.957157335244,0.22
2012-03,7705891.166031753,7711548.8443558235,-5657.678324070759,-0.07
2012-04,7659191.420083199,7665071.628176538,-5880.208093339577,-0.08
2012-05,7744379.649917613,7749098.489664004,-4718.839746391401,-0.06
2012-06,7429642.088144921,7425832.547238119,3809.54090680182,0.05
2012-07,7641464.856400689,7625228.80839741,16236.048003278673,0.21
2012-08,6806030.035453028,6807018.071911224,-988.0364581961185,-0.01
2012-09,8350544.8226731615,8349429.579352098,1115.2433210639283,0.01
2012-10,7608060.803850966,7617853.921378602,-9793.1175276367,-0.13
2012-11,7740127.0224505095,7757402.716909387,-17275.694458877668,-0.22
2012-12,6358744.9263456715,6347512.365456032,11232.560889639892,0.18
2013-01,7532713.856260655,7540484.8662822265,-7771.01002157107,-0.1
2013-02,6051811.120504266,6061037.339673488,-9226.21916922275,-0.15
2013-03,6621526.753931231,6615879.350650571,5647.403280659579,0.09
2013-04,6750890.249085601,6731671.280518841,19218.96856676042,0.28
2013-05,7876629.1468453575,7889508.68452851,-12879.537683152594,-0.16
2013-06,6123310.405711802,6120903.669383034,2406.7363287676126,0.04
2013-07,7009663.63722829,7002447.023397023,7216.613831266761,0.1
2013-08,6334425.5273214225,6345594.985180582,-11169.457859159447,-0.18
2013-09,8465301.076246973,8453258.196061308,12042.880185665563,0.14
2013-10,7986296.699206034,7967481.929592309,18814.769613725133,0.24
2013-11,8006022.95191804,8011628.681700607,-5605.729782566428,-0.07
2013-12,6305134.8856626,6308229.698240304,-3094.8125777039677,-0.05
2014-01,8481390.67352413,8484118.928105302,-2728.2545811720192,-0.03
2014-02,7489454.833130017,7498311.708693015,-8856.875562998466,-0.12
2014-03,8230083.973652796,8229469.394937976,614.578714819625,0.01
2014-04,8482188.452989057,8494219.18130094,-12030.728311883286,-0.14
2014-05,7844591.626662753,7844673.643557494,-82.01689474098384,-0.0
2014-06,7004320.898777137,6991357.807878536,12963.090898600407,0.19
2014-07,7799302.612068696,7802822.2420724565,-3519.630003760569,-0.05
2014-08,7816569.635482539,7815406.21795846,1163.4175240797922,0.01
2014-09,7342820.921307771,7368492.407778393,-25671.48647062201,-0.35
2014-10,6341981.282868322,6332878.173277277,9103.109591045417,0.14
2014-11,7780915.214947357,7793736.973195212,-12821.75824785512,-0.16
2014-12,7993316.9587309575,7987341.141110261,5975.8176206965,0.07
2015-01,6666819.037174334,6677087.28702936,-10268.249855026603,-0.15
2015-02,6033407.435862884,6031870.010892523,1537.4249703604728,0.03
2015-03,8008220.210755452,8005528.099458381,2692.11129707098,0.03
2015-04,8042394.63633422,8035625.660212947,6768.976121272892,0.08
2015-05,7745369.845427051,7752917.1387805315,-7547.293353480287,-0.1
2015-06,7686208.890451166,7703385.452665189,-17176.562214023434,-0.22
2015-07,6713848.622090289,6736493.879579309,-22645.257489020005,-0.34
2015-08,7860825.848390851,7865146.026141422,-4320.1777505707,-0.05
2015-09,7778654.793140797,7794678.788767697,-16023.995626900345,-0.21
2015-10,8574935.071606511,8580872.353705877,-5937.282099366188,-0.07
2015-11,7935808.539125647,7921022.108551767,14786.430573880672,0.19
2015-12,8590906.87117841,8582138.441300513,8768.429877895862,0.1
2016-01,6854677.867665397,6847413.25097034,7264.616695056669,0.11
2016-02,7611511.693345279,7632827.762100069,-21316.06875478942,-0.28
2016-03,7540446.34489344,7542996.494431152,-2550.1495377123356,-0.03
2016-04,7286342.8896870995,7285385.161875987,957.7278111120686,0.01
2016-05,8057867.294657504,8087211.361569656,-29344.066912151873,-0.36
2016-06,7495186.745643931,7484525.174633737,10661.571010194719,0.14
2016-07,8346016.787865024,8341762.01945396,4254.7684110645205,0.05
2016-08,7166484.453080256,7151469.284960129,15015.16812012624,0.21
2016-09,8314995.604234262,8327862.27013631,-12866.665902047418,-0.15
2016-10,8625405.664188206,8618147.193460826,7258.470727380365,0.08
2016-11,8378156.215038737,8375754.170822081,2402.044216656126,0.03
2016-12,8285037.216661826,8282617.69908119,2419.5175806358457,0.03
2017-01,7003599.308616086,7003895.544916022,-296.2362999357283,-0.0
2017-02,7093664.21862421,7106076.580643418,-12412.36201920826,-0.17
2017-03,8052070.120461856,8055412.003057806,-3341.8825959498063,-0.04
2017-04,7622323.9561588075,7621997.088011209,326.8681475985795,0.0
2017-05,7017900.776990733,7009296.908294287,8603.86869644653,0.12
2017-06,7075719.660955347,7081999.4737283075,-6279.812772960402,-0.09
2017-07,8170947.922861,8152126.827431211,18821.095429788344,0.23
2017-08,7963784.715060109,7956272.856495028,7511.858565080911,0.09
2017-09,6731623.101540847,6728613.502546626,3009.598994220607,0.04
2017-10,6764680.167766201,6756520.569318713,8159.598447488621,0.12
2017-11,7281342.870152259,7270138.405131226,11204.46502103284,0.15
2017-12,9877581.932436125,9874586.263566593,2995.6688695326447,0.03
2018-01,8867894.737397134,8854936.843847565,12957.893549568951,0.15
2018-02,5957826.991181087,5957734.620146609,92.37103447783738,0.0
2018-03,7602883.269928281,7608922.476872387,-6039.206944106147,-0.08
2018-04,7482440.497467131,7474707.009059707,7733.488407424651,0.1
2018-05,7478194.085189973,7489524.1887017945,-11330.103511821479,-0.15
2018-06,7615184.08180696,7604722.426122539,10461.655684420839,0.14
2018-07,6648397.880455107,6643508.645013724,4889.235441382974,0.07
2018-08,6795972.135173129,6809392.751969949,-13420.616796820424,-0.2
2018-09,7124024.702202028,7132656.598000038,-8631.895798010752,-0.12
2018-10,6806644.903118755,6804061.649917602,2583.2532011531293,0.04
2018-11,7347870.822188355,7352132.192862102,-4261.370673746802,-0.06
2018-12,7683938.374913706,7667025.46984125,16912.905072456226,0.22
2019-01,7906689.526332625,7902158.067399298,4531.458933327347,0.06
2019-02,6774502.193289882,6790682.080136615,-16179.88684673328,-0.24
2019-03,7237359.578159873,7237542.905208372,-183.32704849820584,-0.0
2019-04,8932191.243947636,8925161.95823879,7029.285708846524,0.08
2019-05,8740605.42724363,8739201.272541324,1404.1547023057938,0.02
2019-06,8506627.299841277,8512663.703150269,-6036.403308991343,-0.07
2019-07,6136708.785871291,6131584.934355731,5123.85151555948,0.08
2019-08,8593079.92440323,8591291.783184325,1788.1412189044058,0.02
2019-09,7624521.056877293,7644751.271926503,-20230.215049210005,-0.27
2019-10,7171772.9641555855,7172561.352063152,-788.3879075665027,-0.01
2019-11,6622602.814664473,6639234.930565743,-16632.11590126995,-0.25
2019-12,6297563.010000981,6299881.83928779,-2318.829286808148,-0.04
2020-01,7648101.269245354,7641554.890028215,6546.379217139445,0.09
2020-02,6999970.699238077,6986013.971734744,13956.72750333324,0.2
2020-03,7767840.991850889,7766450.636935714,1390.354915175587,0.02
2020-04,7937718.845164513,7933558.43249195,4160.412672563456,0.05
2020-05,8908739.716997065,8892298.527421825,16441.189575240016,0.18
2020-06,6595859.156974848,6602594.363228607,-6735.206253758632,-0.1
2020-07,7774089.099254432,7770883.769763725,3205.329490707256,0.04
2020-08,8174015.758672678,8175038.003834802,-1022.2451621238142,-0.01
2020-09,7012207.187421008,7006906.696184666,5300.491236342117,0.08
2020-10,7989437.06230104,7997245.9247500235,-7808.862448983826,-0.1
2020-11,7006390.418126257,7001530.989115079,4859.429011178203,0.07
2020-12,8847013.803150982,8846968.028650796,45.774500185623765,0.0
2021-01,9196108.59815055,9190375.117160823,5733.48098972626,0.06
2021-02,7165658.928714993,7177444.669093739,-11785.740378745832,-0.16
2021-03,8024494.776828963,8031293.970405332,-6799.193576368503,-0.08
2021-04,7393312.3371794885,7408498.6031478755,-15186.265968387015,-0.21
2021-05,8609745.200094782,8618747.73555848,-9002.535463698208,-0.1
2021-06,7859051.777200203,7862093.093131369,-3041.315931165591,-0.04
2021-07,9971789.989412447,9963281.487864502,8508.501547945663,0.09
2021-08,6228362.86580853,6234401.392355951,-6038.52654742077,-0.1
2021-09,7645541.63238004,7653660.4841596605,-8118.851779620163,-0.11
2021-10,7790483.2223446295,7800105.265415592,-9622.043070962653,-0.12
2021-11,7414684.142817779,7399659.417042282,15024.725775497034,0.2
2021-12,6767426.89427905,6752671.740076685,14755.154202364385,0.22
2022-01,6439696.541759938,6444864.561701129,-5168.019941191189,-0.08
2022-02,6865723.017147488,6883648.194793858,-17925.177646369673,-0.26
2022-03,6717288.666576207,6729514.016068415,-12225.3494922081,-0.18
2022-04,6745375.399187873,6737089.014504164,8286.38468370866,0.12
2022-05,8054795.706591099,8049206.637269655,5589.069321443327,0.07
2022-06,7274604.112307439,7257796.640628935,16807.47167850379,0.23
2022-07,8080712.315728806,8062576.074000351,18136.24172845483,0.22
2022-08,7970784.94563155,7989387.246514782,-18602.300883232616,-0.23
2022-09,7342368.931659565,7341144.508649605,1224.4230099599808,0.02
2022-10,9285516.269615341,9290518.433133058,-5002.163517717272,-0.05
2022-11,8086723.79171943,8072107.126381366,14616.665338064544,0.18
2022-12,7957251.407927574,7969967.230919817,-12715.822992243804,-0.16
2023-01,8785245.311942317,8790479.337569607,-5234.02562729083,-0.06
2023-02,6297621.665011943,6301288.626326066,-3666.961314123124,-0.06
2023-03,6339657.5626609465,6344806.301959776,-5148.739298829809,-0.08
2023-04,6604236.550853247,6607697.451892862,-3460.9010396152735,-0.05
2023-05,8902008.576324144,8901006.262283297,1002.3140408471227,0.01
2023-06,7835988.761400221,7831606.400021168,4382.361379052512,0.06
2023-07,7114294.859553968,7104760.475847777,9534.383706190623,0.13
2023-08,7573282.531319889,7565415.204589853,7867.326730036177,0.1
2023-09,7038026.767472832,7038141.211392892,-114.4439200591296,-0.0
2023-10,8024530.3045848245,8015849.780280925,8680.524303899147,0.11
2023-11,6830738.980361344,6845368.679992356,-14629.699631012045,-0.21
2023-12,6343297.923547538,6350193.745752959,-6895.8222054205835,-0.11
2024-01,8656789.557203867,8658659.787949106,-1870.2307452391833,-0.02
2024-02,6585435.030577001,6594101.386489863,-8666.355912861414,-0.13
2024-03,8471905.295037618,8472539.546747465,-634.2517098467797,-0.01
2024-04,6855279.579072791,6866150.730840387,-10871.151767595671,-0.16
2024-05,8213897.2509127045,8221270.453767598,-7373.20285489317,-0.09
2024-06,6289507.078493355,6291924.539531909,-2417.4610385540873,-0.04
2024-07,8135663.509718742,8130177.731625708,5485.7780930344015,0.07
2024-08,8155072.988317489,8138008.447392348,17064.540925140493,0.21
2024-09,7888902.987534114,7884739.292970599,4163.694563515484,0.05
2024-10,6213941.666913734,6203792.278507151,10149.388406583108,0.16
2024-11,7839301.647816837,7845262.525212871,-5960.877396034077,-0.08
2024-12,7703718.917747343,7700588.384195892,3130.533551450819,0.04
2025-01,7619035.5294547,7604332.00810317,14703.521351529285,0.19
2025-02,5803683.76519178,5813319.691422116,-9635.926230335608,-0.17
2025-03,7242939.251331569,7230709.934323427,12229.317008141428,0.17
2025-04,7420423.630915476,7423607.579938485,-3183.949023009278,-0.04
2025-05,8318460.924811564,8308343.32335828,10117.601453284733,0.12
2025-06,7732262.908070571,7742695.674573784,-10432.766503212973,-0.13
2025-07,7801692.776195257,7813639.138881498,-11946.362686241046,-0.15
2025-08,7863772.296839508,7888651.109468755,-24878.812629247084,-0.32
2025-09,7673167.394340953,7681928.207415957,-8760.813075004146,-0.11
2025-10,7575663.054327764,7573415.215154706,2247.839173058048,0.03
2025-11,8069092.497354833,8091435.263855607,-22342.76650077384,-0.28
2025-12,6870006.841617999,6848818.542370276,21188.299247723073,0.31
2026-01,6994173.8056779755,7002119.117699663,-7945.312021687627,-0.11
